"NFGOVCOFOG_FUNCTION","Overheidsfunctie","NFGOVCOFOG_ITEM","Item","NFGOVCOFOG_SECTOR","Institutionele sector","FREQUENCY","Frequentie","TIME","Periode","Value","Flag Codes","Flags"
"F09_4","09.4 Tertiair onderwijs","D62_D6311_D63121_D63131","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) en sociale overdrachten in natura — aangekochte marktproducten (D.6M)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_4","09.4 Tertiair onderwijs","D62_D6311_D63121_D63131","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) en sociale overdrachten in natura — aangekochte marktproducten (D.6M)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",39,,
"F09_4","09.4 Tertiair onderwijs","D62_D6311_D63121_D63131","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) en sociale overdrachten in natura — aangekochte marktproducten (D.6M)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"F09_4","09.4 Tertiair onderwijs","D62_D6311_D63121_D63131","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) en sociale overdrachten in natura — aangekochte marktproducten (D.6M)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_4","09.4 Tertiair onderwijs","P2_D29_D5_D8","Intermediair verbruik en betaalde niet-productgebonden belastingen op productie + lopende belastingen op inkomen, vermogen enz. + Correctie voor mutaties in pensioenrechten","S1300","Totale overheid","A","Jaarlijks","2017","2017",671.6,,
"F09_4","09.4 Tertiair onderwijs","P2_D29_D5_D8","Intermediair verbruik en betaalde niet-productgebonden belastingen op productie + lopende belastingen op inkomen, vermogen enz. + Correctie voor mutaties in pensioenrechten","S1311","Federale overheid","A","Jaarlijks","2017","2017",0.1,,
"F09_4","09.4 Tertiair onderwijs","P2_D29_D5_D8","Intermediair verbruik en betaalde niet-productgebonden belastingen op productie + lopende belastingen op inkomen, vermogen enz. + Correctie voor mutaties in pensioenrechten","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",661.1,,
"F09_4","09.4 Tertiair onderwijs","P2_D29_D5_D8","Intermediair verbruik en betaalde niet-productgebonden belastingen op productie + lopende belastingen op inkomen, vermogen enz. + Correctie voor mutaties in pensioenrechten","S1313","Lagere overheid","A","Jaarlijks","2017","2017",10.4,,
"F09_4","09.4 Tertiair onderwijs","P2_D29_D5_D8","Intermediair verbruik en betaalde niet-productgebonden belastingen op productie + lopende belastingen op inkomen, vermogen enz. + Correctie voor mutaties in pensioenrechten","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_4","09.4 Tertiair onderwijs","D7","Betaalde inkomensoverdrachten (D.7)","S1300","Totale overheid","A","Jaarlijks","2017","2017",26.6,,
"F09_4","09.4 Tertiair onderwijs","D7","Betaalde inkomensoverdrachten (D.7)","S1311","Federale overheid","A","Jaarlijks","2017","2017",117.4,,
"F09_4","09.4 Tertiair onderwijs","D7","Betaalde inkomensoverdrachten (D.7)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",166.1,,
"F09_4","09.4 Tertiair onderwijs","D7","Betaalde inkomensoverdrachten (D.7)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0.3,,
"F09_4","09.4 Tertiair onderwijs","D7","Betaalde inkomensoverdrachten (D.7)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_4","09.4 Tertiair onderwijs","D9","Betaalde kapitaaloverdrachten (D.9)","S1300","Totale overheid","A","Jaarlijks","2017","2017",0.2,,
"F09_4","09.4 Tertiair onderwijs","D9","Betaalde kapitaaloverdrachten (D.9)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_4","09.4 Tertiair onderwijs","D9","Betaalde kapitaaloverdrachten (D.9)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",0.2,,
"F09_4","09.4 Tertiair onderwijs","D9","Betaalde kapitaaloverdrachten (D.9)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"F09_4","09.4 Tertiair onderwijs","D9","Betaalde kapitaaloverdrachten (D.9)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_4","09.4 Tertiair onderwijs","P3","Consumptieve bestedingen (P.3)","S1300","Totale overheid","A","Jaarlijks","2017","2017",2828.2,,
"F09_4","09.4 Tertiair onderwijs","P3","Consumptieve bestedingen (P.3)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0.1,,
"F09_4","09.4 Tertiair onderwijs","P3","Consumptieve bestedingen (P.3)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",2614.4,,
"F09_4","09.4 Tertiair onderwijs","P3","Consumptieve bestedingen (P.3)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",213.7,,
"F09_4","09.4 Tertiair onderwijs","P3","Consumptieve bestedingen (P.3)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","TOT","Totale overheidsuitgaven","S1300","Totale overheid","A","Jaarlijks","2017","2017",2509,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","TOT","Totale overheidsuitgaven","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","TOT","Totale overheidsuitgaven","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",2218.2,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","TOT","Totale overheidsuitgaven","S1313","Lagere overheid","A","Jaarlijks","2017","2017",779.7,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","TOT","Totale overheidsuitgaven","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","P5_K2","Bruto-investeringen en saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (OP.5ANP)","S1300","Totale overheid","A","Jaarlijks","2017","2017",554.3,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","P5_K2","Bruto-investeringen en saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (OP.5ANP)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","P5_K2","Bruto-investeringen en saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (OP.5ANP)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",487.8,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","P5_K2","Bruto-investeringen en saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (OP.5ANP)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",66.5,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","P5_K2","Bruto-investeringen en saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (OP.5ANP)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","D1","Beloning van werknemers (D.1)","S1300","Totale overheid","A","Jaarlijks","2017","2017",1301.3,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","D1","Beloning van werknemers (D.1)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","D1","Beloning van werknemers (D.1)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",710.5,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","D1","Beloning van werknemers (D.1)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",590.7,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","D1","Beloning van werknemers (D.1)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","D3","Subsidies (D.3)","S1300","Totale overheid","A","Jaarlijks","2017","2017",12.1,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","D3","Subsidies (D.3)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","D3","Subsidies (D.3)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",12.1,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","D3","Subsidies (D.3)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","D3","Subsidies (D.3)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","D4","Te betalen inkomen uit vermogen (D.4)","S1300","Totale overheid","A","Jaarlijks","2017","2017",0,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","D4","Te betalen inkomen uit vermogen (D.4)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","D4","Te betalen inkomen uit vermogen (D.4)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",0,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","D4","Te betalen inkomen uit vermogen (D.4)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","D4","Te betalen inkomen uit vermogen (D.4)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","D62_D6311_D63121_D63131","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) en sociale overdrachten in natura — aangekochte marktproducten (D.6M)","S1300","Totale overheid","A","Jaarlijks","2017","2017",184.1,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","D62_D6311_D63121_D63131","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) en sociale overdrachten in natura — aangekochte marktproducten (D.6M)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","D62_D6311_D63121_D63131","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) en sociale overdrachten in natura — aangekochte marktproducten (D.6M)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",184.1,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","D62_D6311_D63121_D63131","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) en sociale overdrachten in natura — aangekochte marktproducten (D.6M)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","D62_D6311_D63121_D63131","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) en sociale overdrachten in natura — aangekochte marktproducten (D.6M)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","P2_D29_D5_D8","Intermediair verbruik en betaalde niet-productgebonden belastingen op productie + lopende belastingen op inkomen, vermogen enz. + Correctie voor mutaties in pensioenrechten","S1300","Totale overheid","A","Jaarlijks","2017","2017",262.1,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","P2_D29_D5_D8","Intermediair verbruik en betaalde niet-productgebonden belastingen op productie + lopende belastingen op inkomen, vermogen enz. + Correctie voor mutaties in pensioenrechten","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","P2_D29_D5_D8","Intermediair verbruik en betaalde niet-productgebonden belastingen op productie + lopende belastingen op inkomen, vermogen enz. + Correctie voor mutaties in pensioenrechten","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",147.8,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","P2_D29_D5_D8","Intermediair verbruik en betaalde niet-productgebonden belastingen op productie + lopende belastingen op inkomen, vermogen enz. + Correctie voor mutaties in pensioenrechten","S1313","Lagere overheid","A","Jaarlijks","2017","2017",114.3,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","P2_D29_D5_D8","Intermediair verbruik en betaalde niet-productgebonden belastingen op productie + lopende belastingen op inkomen, vermogen enz. + Correctie voor mutaties in pensioenrechten","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","D7","Betaalde inkomensoverdrachten (D.7)","S1300","Totale overheid","A","Jaarlijks","2017","2017",192.4,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","D7","Betaalde inkomensoverdrachten (D.7)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","D7","Betaalde inkomensoverdrachten (D.7)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",666.3,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","D7","Betaalde inkomensoverdrachten (D.7)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",5.7,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","D7","Betaalde inkomensoverdrachten (D.7)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","D9","Betaalde kapitaaloverdrachten (D.9)","S1300","Totale overheid","A","Jaarlijks","2017","2017",2.6,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","D9","Betaalde kapitaaloverdrachten (D.9)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","D9","Betaalde kapitaaloverdrachten (D.9)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",9.5,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","D9","Betaalde kapitaaloverdrachten (D.9)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",2.5,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","D9","Betaalde kapitaaloverdrachten (D.9)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","P3","Consumptieve bestedingen (P.3)","S1300","Totale overheid","A","Jaarlijks","2017","2017",3170.6,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","P3","Consumptieve bestedingen (P.3)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","P3","Consumptieve bestedingen (P.3)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",2238.4,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","P3","Consumptieve bestedingen (P.3)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",932.2,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","P3","Consumptieve bestedingen (P.3)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_6","09.6 Onderwijsondersteunende diensten","TOT","Totale overheidsuitgaven","S1300","Totale overheid","A","Jaarlijks","2017","2017",1032.2,,
"F09_6","09.6 Onderwijsondersteunende diensten","TOT","Totale overheidsuitgaven","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_6","09.6 Onderwijsondersteunende diensten","TOT","Totale overheidsuitgaven","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",743.9,,
"F09_6","09.6 Onderwijsondersteunende diensten","TOT","Totale overheidsuitgaven","S1313","Lagere overheid","A","Jaarlijks","2017","2017",352.6,,
"F09_6","09.6 Onderwijsondersteunende diensten","TOT","Totale overheidsuitgaven","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_6","09.6 Onderwijsondersteunende diensten","P5_K2","Bruto-investeringen en saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (OP.5ANP)","S1300","Totale overheid","A","Jaarlijks","2017","2017",332.7,,
"F09_6","09.6 Onderwijsondersteunende diensten","P5_K2","Bruto-investeringen en saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (OP.5ANP)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_6","09.6 Onderwijsondersteunende diensten","P5_K2","Bruto-investeringen en saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (OP.5ANP)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",310.8,,
"F09_6","09.6 Onderwijsondersteunende diensten","P5_K2","Bruto-investeringen en saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (OP.5ANP)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",21.9,,
"F09_6","09.6 Onderwijsondersteunende diensten","P5_K2","Bruto-investeringen en saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (OP.5ANP)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_6","09.6 Onderwijsondersteunende diensten","D1","Beloning van werknemers (D.1)","S1300","Totale overheid","A","Jaarlijks","2017","2017",461.2,,
"F09_6","09.6 Onderwijsondersteunende diensten","D1","Beloning van werknemers (D.1)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_6","09.6 Onderwijsondersteunende diensten","D1","Beloning van werknemers (D.1)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",244.4,,
"F09_6","09.6 Onderwijsondersteunende diensten","D1","Beloning van werknemers (D.1)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",216.8,,
"F09_6","09.6 Onderwijsondersteunende diensten","D1","Beloning van werknemers (D.1)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_6","09.6 Onderwijsondersteunende diensten","D3","Subsidies (D.3)","S1300","Totale overheid","A","Jaarlijks","2017","2017",1.6,,
"F09_6","09.6 Onderwijsondersteunende diensten","D3","Subsidies (D.3)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_6","09.6 Onderwijsondersteunende diensten","D3","Subsidies (D.3)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",1.6,,
